#frequency_gift dsf_gift frequency_mem dsf_mem frequency_exp dsf_exp
 8.403940886699507  0.001423487544484292   5.323481116584558 -0.000711743772242035   8.456486042692937 0.019928825622775760
 8.600985221674875  0.014234875444839812   5.986863711001636  0.000000000000000000   8.660098522167486 0.033451957295373536
 8.804597701149420  0.063345195729537230   6.669950738916253 -0.000711743772241924   8.844006568144499 0.065480427046263220
 9.060755336617405  0.153736654804270460   7.333333333333330  0.003558718861209953   8.988505747126435 0.123131672597864730
 9.330049261083744  0.433451957295373560   8.003284072249587  0.018505338078291690   9.270935960591132 0.202135231316725840
 9.665024630541872  0.864768683274021300   8.673234811165845  0.120996441281138730   9.330049261083744 0.290391459074733070
 9.927750410509030  0.718149466192170800   9.330049261083744  0.383629893238434100   9.750410509031198 0.343060498220640440
10.131362889983581  0.297508896797153000  10.000000000000002  0.296797153024910830  10.275862068965518 0.286832740213523100
10.394088669950740  0.133096085409252660  10.669950738916258  0.136654804270462500  10.545155993431857 0.200711743772242000
10.597701149425287  0.045551601423487575  11.326765188834157  0.046975088967971420  10.761904761904763 0.119572953736654770
10.866995073891628  0.017793594306049765  12.009852216748772  0.022775800711743788  11.116584564860428 0.061209964412811460
11.064039408866998  0.000000000000000000  12.666666666666670  0.014234875444839812  11.313628899835798 0.028469750889679735
11.399014778325123 -0.007117437722419795  13.336617405582930  0.010676156583629859  12.009852216748772 0.009252669039145900
                                          14.006568144499184  0.007117437722419906
                                          14.676518883415442  0.005693950177935725
                                          15.346469622331700  0.005693950177935947
                                          16.009852216748780  0.003558718861209842
                                          16.679802955665036  0.004270462633451877




























