#frequency dsf
 8.456486042692937 0.019928825622775760
 8.660098522167486 0.033451957295373536
 8.844006568144499 0.065480427046263220
 8.988505747126435 0.123131672597864730
 9.270935960591132 0.202135231316725840
 9.330049261083744 0.290391459074733070
 9.750410509031198 0.343060498220640440
10.275862068965518 0.286832740213523100
10.545155993431857 0.200711743772242000
10.761904761904763 0.119572953736654770
11.116584564860428 0.061209964412811460
11.313628899835798 0.028469750889679735
12.009852216748772 0.009252669039145900
